llm,problem_uuid,problem,prompt_builder,score_overall_exact_match,score_to-english_exact_match,score_from-english_exact_match,score_overall_exact_recall,score_to-english_exact_recall,score_from-english_exact_recall
gpt4,933623ef-9632-457b-9aaf-4258c88f6f7b,M_Abun,ModelingHandTunedPromptBuilder,0.75,0.5,0.0,0.75,1.0,0.5
gpt4,933623ef-9632-457b-9aaf-4258c88f6f7b,M_Abun,ModelingBasicCoTPromptBuilder,0.5,0.5,0.0,0.5,1.0,0.0
gpt4,933623ef-9632-457b-9aaf-4258c88f6f7b,M_Abun,ModelingFullCoTPromptBuilder,0.5,0.5,0.0,0.5,1.0,0.0
gpt4,933623ef-9632-457b-9aaf-4258c88f6f7b,M_Abun,LingOlyStdPromptBuilder,0.0,0.5,0.0,0.0,0.0,0.0
gpt4,537caea4-3964-4286-9d58-53680932b9dd,M_Ainu,NullPromptBuilder,0.0,0.0,0.0,0.0,0.0,0.0
gpt4,537caea4-3964-4286-9d58-53680932b9dd,M_Ainu,ModelingMinimalPromptBuilder,0.0,0.0,0.0,0.0,0.0,0.0
gpt4,537caea4-3964-4286-9d58-53680932b9dd,M_Ainu,ModelingHandTunedPromptBuilder,0.125,0.0,0.0,0.125,0.25,0.0
gpt4,537caea4-3964-4286-9d58-53680932b9dd,M_Ainu,ModelingBasicCoTPromptBuilder,0.0,0.0,0.0,0.0,0.0,0.0
gpt4,537caea4-3964-4286-9d58-53680932b9dd,M_Ainu,ModelingFullCoTPromptBuilder,0.0,0.0,0.0,0.0,0.0,0.0
gpt4,537caea4-3964-4286-9d58-53680932b9dd,M_Ainu,LingOlyStdPromptBuilder,0.0,0.0,0.0,0.0,0.0,0.0
gpt4,938775dd-4898-415e-96ef-62aa87751986,M_Ayutla_Mixe,NullPromptBuilder,0.25,0.5,0.0,0.25,0.5,0.0
gpt4,938775dd-4898-415e-96ef-62aa87751986,M_Ayutla_Mixe,ModelingMinimalPromptBuilder,0.0,0.5,0.0,0.0,0.0,0.0
gpt4,938775dd-4898-415e-96ef-62aa87751986,M_Ayutla_Mixe,ModelingHandTunedPromptBuilder,0.0,0.5,0.0,0.0,0.0,0.0
gpt4,938775dd-4898-415e-96ef-62aa87751986,M_Ayutla_Mixe,ModelingBasicCoTPromptBuilder,0.0,0.5,0.0,0.0,0.0,0.0
gpt4,938775dd-4898-415e-96ef-62aa87751986,M_Ayutla_Mixe,ModelingFullCoTPromptBuilder,0.0,0.5,0.0,0.0,0.0,0.0
gpt4,938775dd-4898-415e-96ef-62aa87751986,M_Ayutla_Mixe,LingOlyStdPromptBuilder,0.25,0.5,0.0,0.25,0.5,0.0
gpt4,99eb08c9-c8b6-48f9-b63c-a1af716afc0f,M_Bangime,NullPromptBuilder,0.6,0.5,0.0,0.6,1.0,0.3333333333333333
gpt4,99eb08c9-c8b6-48f9-b63c-a1af716afc0f,M_Bangime,ModelingMinimalPromptBuilder,0.8,0.5,0.0,0.8,0.5,1.0
gpt4,99eb08c9-c8b6-48f9-b63c-a1af716afc0f,M_Bangime,ModelingHandTunedPromptBuilder,0.6,0.5,0.0,0.6,0.5,0.6666666666666666
gpt4,99eb08c9-c8b6-48f9-b63c-a1af716afc0f,M_Bangime,ModelingBasicCoTPromptBuilder,0.6,0.5,0.0,0.6,0.5,0.6666666666666666
gpt4,99eb08c9-c8b6-48f9-b63c-a1af716afc0f,M_Bangime,ModelingFullCoTPromptBuilder,0.8,0.5,0.0,0.8,0.5,1.0
gpt4,99eb08c9-c8b6-48f9-b63c-a1af716afc0f,M_Bangime,LingOlyStdPromptBuilder,0.8,0.5,0.0,0.8,0.5,1.0
gpt4,637c9887-7e76-4f80-82f1-8e3e4251fffe,M_Bangime_2,NullPromptBuilder,1.0,0.5,0.0,1.0,1.0,1.0
gpt4,637c9887-7e76-4f80-82f1-8e3e4251fffe,M_Bangime_2,ModelingMinimalPromptBuilder,1.0,0.5,0.0,1.0,1.0,1.0
gpt4,637c9887-7e76-4f80-82f1-8e3e4251fffe,M_Bangime_2,ModelingHandTunedPromptBuilder,1.0,0.5,0.0,1.0,1.0,1.0
gpt4,637c9887-7e76-4f80-82f1-8e3e4251fffe,M_Bangime_2,ModelingBasicCoTPromptBuilder,1.0,0.5,0.0,1.0,1.0,1.0
gpt4,637c9887-7e76-4f80-82f1-8e3e4251fffe,M_Bangime_2,ModelingFullCoTPromptBuilder,1.0,0.5,0.0,1.0,1.0,1.0
gpt4,637c9887-7e76-4f80-82f1-8e3e4251fffe,M_Bangime_2,LingOlyStdPromptBuilder,1.0,0.5,0.0,1.0,1.0,1.0
gpt4,041f835e-8647-4747-bbb6-377eaff802a1,M_Bangime_3,NullPromptBuilder,0.2,0.0,0.0,0.2,0.0,0.3333333333333333
gpt4,041f835e-8647-4747-bbb6-377eaff802a1,M_Bangime_3,ModelingMinimalPromptBuilder,0.4,0.0,0.0,0.4,0.5,0.3333333333333333
gpt4,041f835e-8647-4747-bbb6-377eaff802a1,M_Bangime_3,ModelingHandTunedPromptBuilder,0.4,0.0,0.0,0.4,0.0,0.6666666666666666
gpt4,041f835e-8647-4747-bbb6-377eaff802a1,M_Bangime_3,ModelingBasicCoTPromptBuilder,0.4,0.0,0.0,0.4,0.0,0.6666666666666666
gpt4,041f835e-8647-4747-bbb6-377eaff802a1,M_Bangime_3,ModelingFullCoTPromptBuilder,0.4,0.0,0.0,0.4,0.0,0.6666666666666666
gpt4,041f835e-8647-4747-bbb6-377eaff802a1,M_Bangime_3,LingOlyStdPromptBuilder,0.4,0.0,0.0,0.4,0.5,0.3333333333333333
gpt4,217bd594-9fec-46a0-8360-283421fd3add,M_Bangime_4,NullPromptBuilder,0.8,0.0,0.0,0.8,1.0,0.6666666666666666
gpt4,217bd594-9fec-46a0-8360-283421fd3add,M_Bangime_4,ModelingMinimalPromptBuilder,0.6,0.0,0.0,0.6,0.5,0.6666666666666666
gpt4,217bd594-9fec-46a0-8360-283421fd3add,M_Bangime_4,ModelingHandTunedPromptBuilder,0.4,0.0,0.0,0.4,0.5,0.3333333333333333
gpt4,217bd594-9fec-46a0-8360-283421fd3add,M_Bangime_4,ModelingBasicCoTPromptBuilder,0.6,0.0,0.0,0.6,0.5,0.6666666666666666
gpt4,217bd594-9fec-46a0-8360-283421fd3add,M_Bangime_4,ModelingFullCoTPromptBuilder,0.6,0.0,0.0,0.6,0.5,0.6666666666666666
gpt4,217bd594-9fec-46a0-8360-283421fd3add,M_Bangime_4,LingOlyStdPromptBuilder,0.4,0.0,0.0,0.4,0.5,0.3333333333333333
gpt4,b9fa2375-3535-4a10-be57-ddd57c252be8,M_Bangime_5,NullPromptBuilder,1.0,0.5,0.3333333333333333,1.0,1.0,1.0
gpt4,b9fa2375-3535-4a10-be57-ddd57c252be8,M_Bangime_5,ModelingMinimalPromptBuilder,0.6,0.5,0.3333333333333333,0.6,0.5,0.6666666666666666
gpt4,b9fa2375-3535-4a10-be57-ddd57c252be8,M_Bangime_5,ModelingHandTunedPromptBuilder,0.6,0.5,0.3333333333333333,0.6,0.5,0.6666666666666666
gpt4,b9fa2375-3535-4a10-be57-ddd57c252be8,M_Bangime_5,ModelingBasicCoTPromptBuilder,0.8,0.5,0.3333333333333333,0.8,1.0,0.6666666666666666
gpt4,b9fa2375-3535-4a10-be57-ddd57c252be8,M_Bangime_5,ModelingFullCoTPromptBuilder,0.6,0.5,0.3333333333333333,0.6,0.5,0.6666666666666666
gpt4,b9fa2375-3535-4a10-be57-ddd57c252be8,M_Bangime_5,LingOlyStdPromptBuilder,0.8,0.5,0.3333333333333333,0.8,0.5,1.0
gpt4,5c84fabb-d412-4c48-bbe7-8cebd8b75580,M_Bangime_6,NullPromptBuilder,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
gpt4,5c84fabb-d412-4c48-bbe7-8cebd8b75580,M_Bangime_6,ModelingMinimalPromptBuilder,0.1666666666666666,0.3333333333333333,0.0,0.1666666666666666,0.3333333333333333,0.0
gpt4,5c84fabb-d412-4c48-bbe7-8cebd8b75580,M_Bangime_6,ModelingHandTunedPromptBuilder,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
gpt4,5c84fabb-d412-4c48-bbe7-8cebd8b75580,M_Bangime_6,ModelingBasicCoTPromptBuilder,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
gpt4,5c84fabb-d412-4c48-bbe7-8cebd8b75580,M_Bangime_6,ModelingFullCoTPromptBuilder,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
gpt4,5c84fabb-d412-4c48-bbe7-8cebd8b75580,M_Bangime_6,LingOlyStdPromptBuilder,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
gpt4,a5e9c36c-1db4-45e6-96d6-2a7ca9dc1dcc,M_Bangime_7,NullPromptBuilder,0.5,0.0,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333
gpt4,a5e9c36c-1db4-45e6-96d6-2a7ca9dc1dcc,M_Bangime_7,ModelingMinimalPromptBuilder,0.8333333333333334,0.0,0.3333333333333333,0.8333333333333334,0.6666666666666666,1.0
gpt4,a5e9c36c-1db4-45e6-96d6-2a7ca9dc1dcc,M_Bangime_7,ModelingHandTunedPromptBuilder,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
gpt4,a5e9c36c-1db4-45e6-96d6-2a7ca9dc1dcc,M_Bangime_7,ModelingBasicCoTPromptBuilder,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.0,0.3333333333333333
gpt4,a5e9c36c-1db4-45e6-96d6-2a7ca9dc1dcc,M_Bangime_7,ModelingFullCoTPromptBuilder,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0
gpt4,a5e9c36c-1db4-45e6-96d6-2a7ca9dc1dcc,M_Bangime_7,LingOlyStdPromptBuilder,0.0,0.0,0.3333333333333333,0.0,0.0,0.0
gpt4,ef693f6a-1d5c-40e1-ab25-e59b6b3a9c66,M_Chimalapa_Zoque,NullPromptBuilder,0.0,0.0,0.0,0.0,0.0,0.0
gpt4,ef693f6a-1d5c-40e1-ab25-e59b6b3a9c66,M_Chimalapa_Zoque,ModelingMinimalPromptBuilder,0.0,0.0,0.0,0.0,0.0,0.0
gpt4,ef693f6a-1d5c-40e1-ab25-e59b6b3a9c66,M_Chimalapa_Zoque,ModelingHandTunedPromptBuilder,0.0,0.0,0.0,0.0,0.0,0.0
gpt4,ef693f6a-1d5c-40e1-ab25-e59b6b3a9c66,M_Chimalapa_Zoque,ModelingBasicCoTPromptBuilder,0.1666666666666666,0.0,0.0,0.1666666666666666,0.3333333333333333,0.0
gpt4,ef693f6a-1d5c-40e1-ab25-e59b6b3a9c66,M_Chimalapa_Zoque,ModelingFullCoTPromptBuilder,0.0,0.0,0.0,0.0,0.0,0.0
gpt4,ef693f6a-1d5c-40e1-ab25-e59b6b3a9c66,M_Chimalapa_Zoque,LingOlyStdPromptBuilder,0.0,0.0,0.0,0.0,0.0,0.0
gpt4,d092006f-19ea-478a-ae83-ef8331d0ae66,M_Dogon,NullPromptBuilder,0.5,0.5,0.5,0.5,1.0,0.0
gpt4,d092006f-19ea-478a-ae83-ef8331d0ae66,M_Dogon,ModelingMinimalPromptBuilder,0.75,0.5,0.5,0.75,1.0,0.5
gpt4,d092006f-19ea-478a-ae83-ef8331d0ae66,M_Dogon,ModelingHandTunedPromptBuilder,0.75,0.5,0.5,0.75,1.0,0.5
gpt4,d092006f-19ea-478a-ae83-ef8331d0ae66,M_Dogon,ModelingBasicCoTPromptBuilder,0.75,0.5,0.5,0.75,1.0,0.5
gpt4,d092006f-19ea-478a-ae83-ef8331d0ae66,M_Dogon,ModelingFullCoTPromptBuilder,0.5,0.5,0.5,0.5,1.0,0.0
gpt4,d092006f-19ea-478a-ae83-ef8331d0ae66,M_Dogon,LingOlyStdPromptBuilder,0.75,0.5,0.5,0.75,1.0,0.5
gpt4,c24ec758-a890-49b4-8151-8005f5699a61,M_Dogon_2,NullPromptBuilder,0.5,0.5,0.0,0.5,1.0,0.0
gpt4,c24ec758-a890-49b4-8151-8005f5699a61,M_Dogon_2,ModelingMinimalPromptBuilder,0.25,0.5,0.0,0.25,0.5,0.0
gpt4,c24ec758-a890-49b4-8151-8005f5699a61,M_Dogon_2,ModelingHandTunedPromptBuilder,0.25,0.5,0.0,0.25,0.5,0.0
gpt4,c24ec758-a890-49b4-8151-8005f5699a61,M_Dogon_2,ModelingBasicCoTPromptBuilder,0.25,0.5,0.0,0.25,0.5,0.0
gpt4,c24ec758-a890-49b4-8151-8005f5699a61,M_Dogon_2,ModelingFullCoTPromptBuilder,0.25,0.5,0.0,0.25,0.5,0.0
gpt4,c24ec758-a890-49b4-8151-8005f5699a61,M_Dogon_2,LingOlyStdPromptBuilder,0.0,0.5,0.0,0.0,0.0,0.0
gpt4,483ff6aa-9a1e-4885-9aae-fb35c18526c1,M_Engenni,NullPromptBuilder,1.0,0.0,1.0,1.0,1.0,1.0
gpt4,483ff6aa-9a1e-4885-9aae-fb35c18526c1,M_Engenni,ModelingMinimalPromptBuilder,1.0,0.0,1.0,1.0,1.0,1.0
gpt4,483ff6aa-9a1e-4885-9aae-fb35c18526c1,M_Engenni,ModelingHandTunedPromptBuilder,1.0,0.0,1.0,1.0,1.0,1.0
gpt4,483ff6aa-9a1e-4885-9aae-fb35c18526c1,M_Engenni,ModelingBasicCoTPromptBuilder,1.0,0.0,1.0,1.0,1.0,1.0
gpt4,483ff6aa-9a1e-4885-9aae-fb35c18526c1,M_Engenni,ModelingFullCoTPromptBuilder,1.0,0.0,1.0,1.0,1.0,1.0
gpt4,483ff6aa-9a1e-4885-9aae-fb35c18526c1,M_Engenni,LingOlyStdPromptBuilder,1.0,0.0,1.0,1.0,1.0,1.0
gpt4,83cbb1be-cce0-4145-8259-f49547a42f90,M_Engenni_2,NullPromptBuilder,1.0,0.0,0.0,1.0,1.0,1.0
gpt4,83cbb1be-cce0-4145-8259-f49547a42f90,M_Engenni_2,ModelingMinimalPromptBuilder,1.0,0.0,0.0,1.0,1.0,1.0
gpt4,83cbb1be-cce0-4145-8259-f49547a42f90,M_Engenni_2,ModelingHandTunedPromptBuilder,1.0,0.0,0.0,1.0,1.0,1.0
gpt4,83cbb1be-cce0-4145-8259-f49547a42f90,M_Engenni_2,ModelingBasicCoTPromptBuilder,1.0,0.0,0.0,1.0,1.0,1.0
gpt4,83cbb1be-cce0-4145-8259-f49547a42f90,M_Engenni_2,ModelingFullCoTPromptBuilder,0.75,0.0,0.0,0.75,0.5,1.0
gpt4,83cbb1be-cce0-4145-8259-f49547a42f90,M_Engenni_2,LingOlyStdPromptBuilder,0.75,0.0,0.0,0.75,0.5,1.0
gpt4,1d89f9ca-1dad-45ab-86b5-b396101053a1,M_Engenni_3,NullPromptBuilder,1.0,0.5,0.6666666666666666,1.0,1.0,1.0
gpt4,1d89f9ca-1dad-45ab-86b5-b396101053a1,M_Engenni_3,ModelingMinimalPromptBuilder,1.0,0.5,0.6666666666666666,1.0,1.0,1.0
gpt4,1d89f9ca-1dad-45ab-86b5-b396101053a1,M_Engenni_3,ModelingHandTunedPromptBuilder,1.0,0.5,0.6666666666666666,1.0,1.0,1.0
gpt4,1d89f9ca-1dad-45ab-86b5-b396101053a1,M_Engenni_3,ModelingBasicCoTPromptBuilder,1.0,0.5,0.6666666666666666,1.0,1.0,1.0
gpt4,1d89f9ca-1dad-45ab-86b5-b396101053a1,M_Engenni_3,ModelingFullCoTPromptBuilder,0.8,0.5,0.6666666666666666,0.8,1.0,0.6666666666666666
gpt4,1d89f9ca-1dad-45ab-86b5-b396101053a1,M_Engenni_3,LingOlyStdPromptBuilder,1.0,0.5,0.6666666666666666,1.0,1.0,1.0
gpt4,6f21fb12-1ddd-4de8-b752-6b52c448554a,M_Engenni_4,NullPromptBuilder,0.6,0.5,0.6666666666666666,0.6,1.0,0.3333333333333333
gpt4,6f21fb12-1ddd-4de8-b752-6b52c448554a,M_Engenni_4,ModelingMinimalPromptBuilder,1.0,0.5,0.6666666666666666,1.0,1.0,1.0
gpt4,6f21fb12-1ddd-4de8-b752-6b52c448554a,M_Engenni_4,ModelingHandTunedPromptBuilder,1.0,0.5,0.6666666666666666,1.0,1.0,1.0
gpt4,6f21fb12-1ddd-4de8-b752-6b52c448554a,M_Engenni_4,ModelingBasicCoTPromptBuilder,1.0,0.5,0.6666666666666666,1.0,1.0,1.0
gpt4,6f21fb12-1ddd-4de8-b752-6b52c448554a,M_Engenni_4,ModelingFullCoTPromptBuilder,0.8,0.5,0.6666666666666666,0.8,1.0,0.6666666666666666
gpt4,6f21fb12-1ddd-4de8-b752-6b52c448554a,M_Engenni_4,LingOlyStdPromptBuilder,1.0,0.5,0.6666666666666666,1.0,1.0,1.0
gpt4,044ccb6a-25c2-4c38-8a0e-2861f4ab25e9,M_Engenni_5,NullPromptBuilder,1.0,0.5,1.0,1.0,1.0,1.0
gpt4,044ccb6a-25c2-4c38-8a0e-2861f4ab25e9,M_Engenni_5,ModelingMinimalPromptBuilder,1.0,0.5,1.0,1.0,1.0,1.0
gpt4,044ccb6a-25c2-4c38-8a0e-2861f4ab25e9,M_Engenni_5,ModelingHandTunedPromptBuilder,1.0,0.5,1.0,1.0,1.0,1.0
gpt4,044ccb6a-25c2-4c38-8a0e-2861f4ab25e9,M_Engenni_5,ModelingBasicCoTPromptBuilder,1.0,0.5,1.0,1.0,1.0,1.0
gpt4,044ccb6a-25c2-4c38-8a0e-2861f4ab25e9,M_Engenni_5,ModelingFullCoTPromptBuilder,1.0,0.5,1.0,1.0,1.0,1.0
gpt4,044ccb6a-25c2-4c38-8a0e-2861f4ab25e9,M_Engenni_5,LingOlyStdPromptBuilder,0.8333333333333334,0.5,1.0,0.8333333333333334,0.5,1.0
gpt4,44c05fa7-f3f8-4322-87d4-146ac29dc059,M_Guugu_Yimithir,NullPromptBuilder,0.4,0.2,0.2,0.4,0.6,0.2
gpt4,44c05fa7-f3f8-4322-87d4-146ac29dc059,M_Guugu_Yimithir,ModelingMinimalPromptBuilder,0.5,0.2,0.2,0.5,0.8,0.2
gpt4,44c05fa7-f3f8-4322-87d4-146ac29dc059,M_Guugu_Yimithir,ModelingHandTunedPromptBuilder,0.5,0.2,0.2,0.5,0.8,0.2
gpt4,44c05fa7-f3f8-4322-87d4-146ac29dc059,M_Guugu_Yimithir,ModelingBasicCoTPromptBuilder,0.6,0.2,0.2,0.6,0.8,0.4
gpt4,44c05fa7-f3f8-4322-87d4-146ac29dc059,M_Guugu_Yimithir,ModelingFullCoTPromptBuilder,0.4,0.2,0.2,0.4,0.6,0.2
gpt4,44c05fa7-f3f8-4322-87d4-146ac29dc059,M_Guugu_Yimithir,LingOlyStdPromptBuilder,0.6,0.2,0.2,0.6,0.8,0.4
gpt4,c7b565fa-7ef7-4064-9800-7f1c52bcabac,M_Kalam,NullPromptBuilder,0.0,0.0,,0.0,0.0,
gpt4,c7b565fa-7ef7-4064-9800-7f1c52bcabac,M_Kalam,ModelingMinimalPromptBuilder,0.0,0.0,,0.0,0.0,
gpt4,c7b565fa-7ef7-4064-9800-7f1c52bcabac,M_Kalam,ModelingHandTunedPromptBuilder,0.0,0.0,,0.0,0.0,
gpt4,c7b565fa-7ef7-4064-9800-7f1c52bcabac,M_Kalam,ModelingBasicCoTPromptBuilder,0.0,0.0,,0.0,0.0,
gpt4,c7b565fa-7ef7-4064-9800-7f1c52bcabac,M_Kalam,ModelingFullCoTPromptBuilder,0.0,0.0,,0.0,0.0,
gpt4,c7b565fa-7ef7-4064-9800-7f1c52bcabac,M_Kalam,LingOlyStdPromptBuilder,0.0,0.0,,0.0,0.0,
gpt4,ecd0c073-487f-4e3d-91db-5aebb7a2a6b9,M_Komi-Ziran,NullPromptBuilder,0.1666666666666666,0.5,0.0,0.1666666666666666,0.5,0.0
gpt4,ecd0c073-487f-4e3d-91db-5aebb7a2a6b9,M_Komi-Ziran,ModelingMinimalPromptBuilder,0.1666666666666666,0.5,0.0,0.1666666666666666,0.5,0.0
gpt4,ecd0c073-487f-4e3d-91db-5aebb7a2a6b9,M_Komi-Ziran,ModelingHandTunedPromptBuilder,0.1666666666666666,0.5,0.0,0.1666666666666666,0.5,0.0
gpt4,ecd0c073-487f-4e3d-91db-5aebb7a2a6b9,M_Komi-Ziran,ModelingBasicCoTPromptBuilder,0.1666666666666666,0.5,0.0,0.1666666666666666,0.5,0.0
gpt4,ecd0c073-487f-4e3d-91db-5aebb7a2a6b9,M_Komi-Ziran,ModelingFullCoTPromptBuilder,0.1666666666666666,0.5,0.0,0.1666666666666666,0.5,0.0
gpt4,ecd0c073-487f-4e3d-91db-5aebb7a2a6b9,M_Komi-Ziran,LingOlyStdPromptBuilder,0.3333333333333333,0.5,0.0,0.3333333333333333,1.0,0.0
gpt4,053d7a73-f5bb-4958-9d2d-82b2951a9f5a,M_Kutenai,NullPromptBuilder,0.6,1.0,0.5,0.6,0.6666666666666666,0.5
gpt4,053d7a73-f5bb-4958-9d2d-82b2951a9f5a,M_Kutenai,ModelingMinimalPromptBuilder,0.8,1.0,0.5,0.8,0.6666666666666666,1.0
gpt4,053d7a73-f5bb-4958-9d2d-82b2951a9f5a,M_Kutenai,ModelingHandTunedPromptBuilder,0.6,1.0,0.5,0.6,0.6666666666666666,0.5
gpt4,053d7a73-f5bb-4958-9d2d-82b2951a9f5a,M_Kutenai,ModelingBasicCoTPromptBuilder,0.8,1.0,0.5,0.8,0.6666666666666666,1.0
gpt4,053d7a73-f5bb-4958-9d2d-82b2951a9f5a,M_Kutenai,ModelingFullCoTPromptBuilder,1.0,1.0,0.5,1.0,1.0,1.0
gpt4,053d7a73-f5bb-4958-9d2d-82b2951a9f5a,M_Kutenai,LingOlyStdPromptBuilder,0.6,1.0,0.5,0.6,0.6666666666666666,0.5
gpt4,d6f49668-7d28-451d-b9dc-de29158ac830,M_Mapudungan_1,NullPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,d6f49668-7d28-451d-b9dc-de29158ac830,M_Mapudungan_1,ModelingMinimalPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,d6f49668-7d28-451d-b9dc-de29158ac830,M_Mapudungan_1,ModelingHandTunedPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,d6f49668-7d28-451d-b9dc-de29158ac830,M_Mapudungan_1,ModelingBasicCoTPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,d6f49668-7d28-451d-b9dc-de29158ac830,M_Mapudungan_1,ModelingFullCoTPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,d6f49668-7d28-451d-b9dc-de29158ac830,M_Mapudungan_1,LingOlyStdPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,de3b766d-f8a9-4775-bf73-9331ad9dbc69,M_Mapudungan_2,NullPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,de3b766d-f8a9-4775-bf73-9331ad9dbc69,M_Mapudungan_2,ModelingMinimalPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,de3b766d-f8a9-4775-bf73-9331ad9dbc69,M_Mapudungan_2,ModelingHandTunedPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,de3b766d-f8a9-4775-bf73-9331ad9dbc69,M_Mapudungan_2,ModelingBasicCoTPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,de3b766d-f8a9-4775-bf73-9331ad9dbc69,M_Mapudungan_2,ModelingFullCoTPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,de3b766d-f8a9-4775-bf73-9331ad9dbc69,M_Mapudungan_2,LingOlyStdPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,45fa6ec2-9eec-4f20-9da5-144924e97433,M_Mapudungan_3,NullPromptBuilder,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
gpt4,45fa6ec2-9eec-4f20-9da5-144924e97433,M_Mapudungan_3,ModelingMinimalPromptBuilder,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
gpt4,45fa6ec2-9eec-4f20-9da5-144924e97433,M_Mapudungan_3,ModelingHandTunedPromptBuilder,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
gpt4,45fa6ec2-9eec-4f20-9da5-144924e97433,M_Mapudungan_3,ModelingBasicCoTPromptBuilder,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
gpt4,45fa6ec2-9eec-4f20-9da5-144924e97433,M_Mapudungan_3,ModelingFullCoTPromptBuilder,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
gpt4,45fa6ec2-9eec-4f20-9da5-144924e97433,M_Mapudungan_3,LingOlyStdPromptBuilder,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
gpt4,cba71f80-24af-4410-990a-2f9118014de4,M_Mapudungan_4,NullPromptBuilder,0.8333333333333334,1.0,1.0,0.8333333333333334,1.0,0.6666666666666666
gpt4,cba71f80-24af-4410-990a-2f9118014de4,M_Mapudungan_4,ModelingMinimalPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,cba71f80-24af-4410-990a-2f9118014de4,M_Mapudungan_4,ModelingHandTunedPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,cba71f80-24af-4410-990a-2f9118014de4,M_Mapudungan_4,ModelingBasicCoTPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,cba71f80-24af-4410-990a-2f9118014de4,M_Mapudungan_4,ModelingFullCoTPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,cba71f80-24af-4410-990a-2f9118014de4,M_Mapudungan_4,LingOlyStdPromptBuilder,1.0,1.0,1.0,1.0,1.0,1.0
gpt4,822e0671-4834-454c-a7ad-4ed297d1e5d7,M_Misantla_Totonac,NullPromptBuilder,1.0,1.0,0.5,1.0,1.0,1.0
gpt4,822e0671-4834-454c-a7ad-4ed297d1e5d7,M_Misantla_Totonac,ModelingMinimalPromptBuilder,1.0,1.0,0.5,1.0,1.0,1.0
gpt4,822e0671-4834-454c-a7ad-4ed297d1e5d7,M_Misantla_Totonac,ModelingHandTunedPromptBuilder,1.0,1.0,0.5,1.0,1.0,1.0
gpt4,822e0671-4834-454c-a7ad-4ed297d1e5d7,M_Misantla_Totonac,ModelingBasicCoTPromptBuilder,1.0,1.0,0.5,1.0,1.0,1.0
gpt4,822e0671-4834-454c-a7ad-4ed297d1e5d7,M_Misantla_Totonac,ModelingFullCoTPromptBuilder,1.0,1.0,0.5,1.0,1.0,1.0
gpt4,822e0671-4834-454c-a7ad-4ed297d1e5d7,M_Misantla_Totonac,LingOlyStdPromptBuilder,1.0,1.0,0.5,1.0,1.0,1.0
gpt4,071a60f9-6417-4887-96c6-f65d10403c66,M_Mixtepec_Zapotec,NullPromptBuilder,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0
gpt4,071a60f9-6417-4887-96c6-f65d10403c66,M_Mixtepec_Zapotec,ModelingMinimalPromptBuilder,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0
gpt4,071a60f9-6417-4887-96c6-f65d10403c66,M_Mixtepec_Zapotec,ModelingHandTunedPromptBuilder,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0
gpt4,071a60f9-6417-4887-96c6-f65d10403c66,M_Mixtepec_Zapotec,ModelingBasicCoTPromptBuilder,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0
